date,rate
26.06.2020,69.466
27.06.2020,69.1284
30.06.2020,69.9513
01.07.2020,70.4413
02.07.2020,70.4413
03.07.2020,70.5198
04.07.2020,70.4999
07.07.2020,71.3409
08.07.2020,72.1719
09.07.2020,71.2379
10.07.2020,70.88
11.07.2020,71.2298
14.07.2020,70.7479
15.07.2020,71.1275
16.07.2020,70.7998
17.07.2020,71.231
18.07.2020,71.7139
21.07.2020,71.9628
22.07.2020,70.9668
23.07.2020,70.7881
24.07.2020,70.963
25.07.2020,71.5974
28.07.2020,71.585
29.07.2020,71.9196
30.07.2020,72.2348
31.07.2020,73.3633
01.08.2020,73.4261
04.08.2020,74.1586
05.08.2020,73.3806
06.08.2020,73.2806
07.08.2020,73.0397
08.08.2020,73.6376
11.08.2020,73.775
12.08.2020,73.1522
13.08.2020,73.2351
14.08.2020,73.6067
15.08.2020,73.2157
18.08.2020,72.9676
19.08.2020,73.4321
20.08.2020,73.2392
21.08.2020,73.7711
22.08.2020,74.0999
25.08.2020,74.4184
26.08.2020,74.5126
27.08.2020,75.5379
28.08.2020,75.2354
29.08.2020,74.6382
01.09.2020,73.8039
02.09.2020,73.5849
03.09.2020,73.8588
04.09.2020,75.468
05.09.2020,75.1823
08.09.2020,75.591
09.09.2020,75.9645
10.09.2020,76.0713
11.09.2020,75.5274
12.09.2020,74.8896
15.09.2020,74.7148
16.09.2020,75.1884
17.09.2020,74.9278
18.09.2020,75.1941
19.09.2020,75.0319
22.09.2020,76.0381
23.09.2020,76.2711
24.09.2020,76.3545
25.09.2020,77.178
26.09.2020,76.8195
29.09.2020,78.6713
30.09.2020,79.6845
01.10.2020,78.7847
02.10.2020,77.2774
03.10.2020,78.0915
06.10.2020,78.1281
07.10.2020,78.5119
08.10.2020,78.0921
09.10.2020,77.9157
10.10.2020,77.0284
13.10.2020,77.0239
14.10.2020,77.2855
15.10.2020,77.2759
16.10.2020,77.9461
17.10.2020,77.9644
20.10.2020,77.9241
21.10.2020,77.778
22.10.2020,77.0322
23.10.2020,77.0809
24.10.2020,76.4667
27.10.2020,76.4443
28.10.2020,76.4556
29.10.2020,77.552
30.10.2020,78.8699
31.10.2020,79.3323
03.11.2020,80.5749
04.11.2020,80.0006
06.11.2020,78.4559
07.11.2020,77.1875
10.11.2020,76.9515
11.11.2020,76.3978
12.11.2020,76.2075
13.11.2020,77.1148
14.11.2020,77.3262
17.11.2020,76.9197
18.11.2020,76.253
19.11.2020,75.9268
20.11.2020,76.2627
21.11.2020,76.012
24.11.2020,75.76
25.11.2020,75.8146
26.11.2020,75.4727
27.11.2020,75.4518
28.11.2020,75.8599
01.12.2020,76.1999
02.12.2020,76.3203
03.12.2020,75.6151
04.12.2020,75.1996
05.12.2020,74.2529
08.12.2020,74.2506
09.12.2020,73.6618
10.12.2020,73.3057
11.12.2020,73.7124
12.12.2020,73.1195
15.12.2020,72.9272
16.12.2020,73.4453
17.12.2020,73.4201
18.12.2020,72.9781
19.12.2020,73.3155
22.12.2020,74.6721
23.12.2020,75.3498
24.12.2020,75.4571
25.12.2020,74.8392
26.12.2020,73.6921
29.12.2020,73.7175
30.12.2020,73.6567
31.12.2020,73.8757
01.01.2021,73.8757
12.01.2021,74.5157
13.01.2021,74.2663
14.01.2021,73.5264
15.01.2021,73.7961
16.01.2021,73.5453
19.01.2021,73.9735
20.01.2021,73.7243
21.01.2021,73.355
22.01.2021,73.3694
23.01.2021,74.3615
26.01.2021,74.8569
27.01.2021,75.6354
28.01.2021,75.04
29.01.2021,76.1854
30.01.2021,76.2527
02.02.2021,75.5053
03.02.2021,75.9051
04.02.2021,76.0801
05.02.2021,75.7293
06.02.2021,75.1107
09.02.2021,74.2602
10.02.2021,74.1192
11.02.2021,73.8526
12.02.2021,73.7579
13.02.2021,73.9378
16.02.2021,73.3092
17.02.2021,73.2895
18.02.2021,73.7669
19.02.2021,73.7755
20.02.2021,73.9717
21.02.2021,73.9833
25.02.2021,73.7532
26.02.2021,73.4747
27.02.2021,74.4373
02.03.2021,74.0448
03.03.2021,74.5755
04.03.2021,73.5187
05.03.2021,73.7864
06.03.2021,74.4275
10.03.2021,74.264
11.03.2021,74.0393
12.03.2021,73.4996
13.03.2021,73.5081
16.03.2021,73.2317
17.03.2021,72.9619
18.03.2021,73.1019
19.03.2021,73.6582
20.03.2021,74.139
23.03.2021,74.6085
24.03.2021,75.3585
25.03.2021,76.1535
26.03.2021,76.1741
27.03.2021,75.7576
30.03.2021,75.8287
31.03.2021,75.7023
01.04.2021,75.6373
02.04.2021,75.8073
03.04.2021,76.0734
06.04.2021,76.6052
07.04.2021,76.3802
08.04.2021,77.773
09.04.2021,77.1011
10.04.2021,77.1657
13.04.2021,77.5104
14.04.2021,77.2535
15.04.2021,75.6826
16.04.2021,76.9808
17.04.2021,75.5535
20.04.2021,76.2491
21.04.2021,76.0155
22.04.2021,76.8198
23.04.2021,76.4217
24.04.2021,75.0893
27.04.2021,74.768
28.04.2021,74.9578
29.04.2021,74.939
30.04.2021,74.3823
01.05.2021,74.8451
05.05.2021,75.2567
06.05.2021,74.8617
07.05.2021,74.577
08.05.2021,74.1373
12.05.2021,74.1567
13.05.2021,74.04
14.05.2021,74.3566
15.05.2021,73.9968
18.05.2021,73.8537
19.05.2021,73.6992
20.05.2021,73.6778
21.05.2021,73.6007
22.05.2021,73.5803
25.05.2021,73.5266
26.05.2021,73.3963
27.05.2021,73.4737
28.05.2021,73.458
29.05.2021,73.587
01.06.2021,73.2965
02.06.2021,73.2411
03.06.2021,73.4979
04.06.2021,73.2636
05.06.2021,73.2721
08.06.2021,72.9294
09.06.2021,72.8256
10.06.2021,72.0829
11.06.2021,72.1974
12.06.2021,71.6797
16.06.2021,71.8318
17.06.2021,72.0323
18.06.2021,72.5048
19.06.2021,72.2216
22.06.2021,73.1987
23.06.2021,73.1661
24.06.2021,72.6671
25.06.2021,72.326
26.06.2021,72.1694
29.06.2021,72.1777
30.06.2021,72.3723
01.07.2021,72.7234
02.07.2021,72.9086
03.07.2021,73.6175
06.07.2021,73.354
07.07.2021,73.266
08.07.2021,74.058
09.07.2021,75.1952
10.07.2021,74.4675
13.07.2021,74.6336
14.07.2021,74.0589
15.07.2021,74.1236
16.07.2021,74.2197
17.07.2021,74.1656
20.07.2021,74.3463
21.07.2021,74.491
22.07.2021,74.4947
23.07.2021,73.6945
24.07.2021,73.7663
27.07.2021,74.098
28.07.2021,73.8471
29.07.2021,73.6088
30.07.2021,73.1904
31.07.2021,73.1388
03.08.2021,73.0156
04.08.2021,72.8724
05.08.2021,72.7857
06.08.2021,73.168
07.08.2021,73.1304
10.08.2021,73.5078
11.08.2021,73.5962
12.08.2021,73.9695
13.08.2021,73.5671
14.08.2021,73.4721
17.08.2021,73.392
18.08.2021,73.4753
19.08.2021,73.4633
20.08.2021,74.1503
21.08.2021,74.364
24.08.2021,74.0666
25.08.2021,73.9465
26.08.2021,73.7428
27.08.2021,73.9908
28.08.2021,73.9866
31.08.2021,73.5744
01.09.2021,73.2781
02.09.2021,73.1912
03.09.2021,72.8491
04.09.2021,72.8545
07.09.2021,72.9538
08.09.2021,73.1909
09.09.2021,73.4421
10.09.2021,73.129
11.09.2021,72.76
14.09.2021,73.0841
15.09.2021,72.7171
16.09.2021,72.852
17.09.2021,72.4329
18.09.2021,72.5602
21.09.2021,73.3315
22.09.2021,73.2067
23.09.2021,72.8806
24.09.2021,72.7245
25.09.2021,73.0081
28.09.2021,72.6613
29.09.2021,72.5083
30.09.2021,72.7608
01.10.2021,72.6642
02.10.2021,72.9215
05.10.2021,72.9239
06.10.2021,72.5686
07.10.2021,72.5682
08.10.2021,72.2854
09.10.2021,71.9882
12.10.2021,71.6373
13.10.2021,71.8801
14.10.2021,71.8577
15.10.2021,71.7846
16.10.2021,71.2371
19.10.2021,71.1714
20.10.2021,70.9674
21.10.2021,71.0555
22.10.2021,70.9904
23.10.2021,70.8623
26.10.2021,70.1345
27.10.2021,69.5526
28.10.2021,69.8104
29.10.2021,70.5207
30.10.2021,70.52
02.11.2021,71.0863
03.11.2021,71.4783
04.11.2021,71.4876
09.11.2021,71.3975
10.11.2021,71.2866
11.11.2021,70.695
12.11.2021,71.1964
13.11.2021,71.8118
16.11.2021,72.2724
17.11.2021,72.5553
18.11.2021,72.8228
19.11.2021,72.6022
20.11.2021,72.7617
23.11.2021,73.4506
24.11.2021,74.8327
25.11.2021,74.3726
26.11.2021,74.6004
27.11.2021,75.5873
30.11.2021,74.9818
01.12.2021,74.8926
02.12.2021,73.9746
03.12.2021,74.0637
04.12.2021,73.7426
07.12.2021,73.6694
08.12.2021,74.1399
09.12.2021,73.8453
10.12.2021,73.5998
11.12.2021,73.6059
14.12.2021,73.4107
15.12.2021,73.4698
16.12.2021,73.851
17.12.2021,73.5708
18.12.2021,73.733
21.12.2021,74.2947
22.12.2021,73.8206
23.12.2021,73.7901
24.12.2021,73.3583
25.12.2021,73.1886
28.12.2021,73.2329
29.12.2021,73.4959
30.12.2021,73.6514
31.12.2021,74.2926
11.01.2022,75.1315
12.01.2022,74.8355
13.01.2022,74.5277
14.01.2022,74.5686
15.01.2022,75.7668
18.01.2022,76.0404
19.01.2022,76.3347
20.01.2022,76.8697
21.01.2022,76.4408
22.01.2022,76.6903
25.01.2022,77.3649
26.01.2022,78.6422
27.01.2022,78.9437
28.01.2022,78.947
29.01.2022,77.8174
01.02.2022,77.4702
02.02.2022,77.1302
03.02.2022,76.4849
04.02.2022,76.6501
05.02.2022,76.0509
08.02.2022,75.6806
09.02.2022,75.3042
10.02.2022,74.8015
11.02.2022,74.7241
12.02.2022,74.9867
15.02.2022,76.5762
16.02.2022,76.166
17.02.2022,75.0141
18.02.2022,75.7527
19.02.2022,75.7619
22.02.2022,76.7671
23.02.2022,80.4194
25.02.2022,86.9288
26.02.2022,83.5485
01.03.2022,93.5589
02.03.2022,91.7457
03.03.2022,103.2487
04.03.2022,111.7564
05.03.2022,105.8124
06.03.2022,105.8124
10.03.2022,116.0847
11.03.2022,120.3785
12.03.2022,116.7517
15.03.2022,115.1963
16.03.2022,111.4823
17.03.2022,108.0521
18.03.2022,104.8012
19.03.2022,103.9524
22.03.2022,104.6819
23.03.2022,104.0741
24.03.2022,103.1618
25.03.2022,96.0458
26.03.2022,95.6618
29.03.2022,93.7125
30.03.2022,86.2843
31.03.2022,84.0851
01.04.2022,83.4097
02.04.2022,83.4285
05.04.2022,83.5932
06.04.2022,83.352
07.04.2022,82.5962
08.04.2022,76.2547
09.04.2022,74.8501
12.04.2022,79.1596
13.04.2022,79.6274
14.04.2022,79.8471
15.04.2022,81.288
16.04.2022,80.0437
19.04.2022,79.4529
20.04.2022,79.0287
21.04.2022,77.0809
22.04.2022,74.999
23.04.2022,73.505
26.04.2022,73.3611
27.04.2022,72.7089
28.04.2022,72.8764
29.04.2022,72.2953
30.04.2022,71.0237
05.05.2022,69.416
06.05.2022,66.2378
07.05.2022,67.3843
12.05.2022,68.8389
13.05.2022,65.7916
14.05.2022,63.7799
17.05.2022,63.4445
18.05.2022,63.5428
19.05.2022,63.5643
20.05.2022,62.4031
21.05.2022,58.8862
24.05.2022,58.2087
25.05.2022,56.969
26.05.2022,56.2996
27.05.2022,62.0495
28.05.2022,66.4029
31.05.2022,63.0975
01.06.2022,61.6069
02.06.2022,61.4733
03.06.2022,61.575
04.06.2022,61.9659
07.06.2022,61.1094
08.06.2022,60.9565
09.06.2022,60.2282
10.06.2022,58.3895
11.06.2022,57.778
15.06.2022,57.0926
16.06.2022,56.6624
17.06.2022,56.8691
18.06.2022,56.7101
21.06.2022,56.1727
22.06.2022,54.7081
23.06.2022,53.2788
24.06.2022,53.3578
25.06.2022,53.3234
28.06.2022,53.3641
29.06.2022,52.9699
30.06.2022,51.158
01.07.2022,52.5123
02.07.2022,53.7676
05.07.2022,55.0858
06.07.2022,58.5118
07.07.2022,62.911
08.07.2022,63.1427
09.07.2022,61.2664
12.07.2022,61.3045
13.07.2022,58.8541
14.07.2022,58.5322
15.07.2022,58.2568
16.07.2022,57.8323
19.07.2022,56.5616
20.07.2022,55.437
21.07.2022,54.8491
22.07.2022,56.4783
23.07.2022,57.3917
26.07.2022,57.7821
27.07.2022,58.6605
28.07.2022,60.2198
29.07.2022,60.2031
30.07.2022,61.3101
02.08.2022,62.0506
03.08.2022,60.1595
04.08.2022,60.2374
05.08.2022,60.258
06.08.2022,60.3696
09.08.2022,60.3164
10.08.2022,60.3814
11.08.2022,60.4542
12.08.2022,60.6229
13.08.2022,60.8993
16.08.2022,61.3747
17.08.2022,61.4247
18.08.2022,60.7552
19.08.2022,59.957
20.08.2022,59.1321
23.08.2022,59.7419
24.08.2022,59.8963
25.08.2022,59.9974
26.08.2022,59.7699
27.08.2022,60.0924
30.08.2022,60.3636
31.08.2022,60.3677
01.09.2022,60.2386
02.09.2022,60.237
03.09.2022,60.3713
06.09.2022,60.9033
07.09.2022,60.8544
08.09.2022,61.1814
09.09.2022,60.801
10.09.2022,60.4696
13.09.2022,60.4568
14.09.2022,60.0676
15.09.2022,59.7751
16.09.2022,59.6663
17.09.2022,60.0316
20.09.2022,60.1662
21.09.2022,60.0158
22.09.2022,60.8685
23.09.2022,59.8318
24.09.2022,58.1006
27.09.2022,57.999
28.09.2022,58.1756
29.09.2022,58.4485
30.09.2022,57.413
01.10.2022,55.2987
04.10.2022,57.5664
05.10.2022,58.7913
06.10.2022,59.4043
07.10.2022,60.2534
08.10.2022,61.2475
11.10.2022,62.3126
12.10.2022,63.684
13.10.2022,63.7559
14.10.2022,63.4917
15.10.2022,63.0558
18.10.2022,61.7634
19.10.2022,61.7032
20.10.2022,61.5905
21.10.2022,61.5018
22.10.2022,61.1958
25.10.2022,61.1629
26.10.2022,61.3326
27.10.2022,61.4277
28.10.2022,61.3589
29.10.2022,61.5343
01.11.2022,61.6229
02.11.2022,61.4275
03.11.2022,61.6175
04.11.2022,62.0955
08.11.2022,61.2367
09.11.2022,60.9774
10.11.2022,61.0611
11.11.2022,61.2434
12.11.2022,60.2179
15.11.2022,60.3982
16.11.2022,60.3116
17.11.2022,60.3484
18.11.2022,60.3894
19.11.2022,60.3741
22.11.2022,60.7379
23.11.2022,60.6566
24.11.2022,60.5043
25.11.2022,60.3866
26.11.2022,60.4797
29.11.2022,60.752
30.11.2022,61.0742
01.12.2022,60.8803
02.12.2022,61.1479
03.12.2022,61.7749
06.12.2022,62.1849
07.12.2022,62.9103
08.12.2022,62.9372
09.12.2022,62.5722
10.12.2022,62.3813
13.12.2022,62.7674
14.12.2022,63.212
15.12.2022,63.359
16.12.2022,64.3015
17.12.2022,64.6078
20.12.2022,66.3474
21.12.2022,69.0037
22.12.2022,70.5256
23.12.2022,72.1306
24.12.2022,68.676
27.12.2022,68.4487
28.12.2022,69.9346
29.12.2022,71.3261
30.12.2022,71.9778
31.12.2022,70.3375
10.01.2023,70.3002
11.01.2023,69.6094
12.01.2023,69.0202
13.01.2023,67.7775
14.01.2023,67.5744
17.01.2023,68.2892
18.01.2023,68.6644
19.01.2023,68.8728
20.01.2023,68.8467
21.01.2023,68.6656
24.01.2023,68.6288
25.01.2023,68.7529
26.01.2023,68.9573
27.01.2023,69.1263
28.01.2023,69.3372
31.01.2023,69.5927
01.02.2023,70.5174
02.02.2023,70.1217
03.02.2023,70.0414
04.02.2023,70.3847
07.02.2023,70.5991
08.02.2023,70.8924
09.02.2023,71.5763
10.02.2023,72.8949
11.02.2023,72.7923
14.02.2023,73.6307
15.02.2023,73.8645
16.02.2023,74.2077
17.02.2023,74.7638
18.02.2023,74.7588
21.02.2023,74.0432
22.02.2023,74.8596
23.02.2023,74.7087
28.02.2023,75.4323
01.03.2023,74.8932
02.03.2023,75.2513
03.03.2023,75.4729
04.03.2023,75.4592
07.03.2023,75.4728
08.03.2023,75.4577
10.03.2023,75.9028
11.03.2023,75.9406
14.03.2023,75.4609
15.03.2023,75.1927
16.03.2023,75.7457
17.03.2023,76.4095
18.03.2023,76.6044
21.03.2023,77.2422
22.03.2023,76.8373
23.03.2023,76.9561
24.03.2023,76.3072
25.03.2023,76.4479
28.03.2023,76.5662
29.03.2023,76.5939
30.03.2023,76.9781
31.03.2023,77.0863
01.04.2023,77.3233
04.04.2023,77.951
05.04.2023,79.3563
06.04.2023,79.4961
07.04.2023,80.6713
08.04.2023,82.3988
11.04.2023,81.7441
12.04.2023,82.1799
13.04.2023,82.0934
14.04.2023,81.6758
15.04.2023,81.5045
18.04.2023,81.6279
19.04.2023,81.6028
20.04.2023,81.6549
21.04.2023,81.6188
22.04.2023,81.4863
25.04.2023,81.2745
26.04.2023,81.5499
27.04.2023,81.6274
28.04.2023,81.5601
29.04.2023,80.5093
03.05.2023,79.9609
04.05.2023,79.3071
05.05.2023,78.6139
06.05.2023,76.8207
11.05.2023,76.6929
12.05.2023,75.8846
13.05.2023,77.2041
16.05.2023,79.1004
17.05.2023,79.9798
18.05.2023,80.7642
19.05.2023,80.0366
20.05.2023,79.9093
23.05.2023,79.9379
24.05.2023,80.1665
25.05.2023,79.9669
26.05.2023,79.9841
27.05.2023,79.9667
30.05.2023,80.0555
31.05.2023,80.6872
01.06.2023,80.9942
02.06.2023,80.9657
03.06.2023,80.8756
06.06.2023,81.3294
07.06.2023,81.2502
08.06.2023,81.4581
09.06.2023,82.093
10.06.2023,82.6417
14.06.2023,83.6405
15.06.2023,84.3249
16.06.2023,83.9611
17.06.2023,83.6498
20.06.2023,83.9866
21.06.2023,84.2336
22.06.2023,84.2467
23.06.2023,83.6077
24.06.2023,84.0793
27.06.2023,84.6642
28.06.2023,85.0504
29.06.2023,85.6192
30.06.2023,87.0341
01.07.2023,88.3844
04.07.2023,89.3255
05.07.2023,89.545
06.07.2023,90.338
07.07.2023,92.5695
08.07.2023,91.6879
11.07.2023,91.4931
12.07.2023,90.5045
13.07.2023,90.6253
14.07.2023,90.1757
15.07.2023,90.119
18.07.2023,90.4217
19.07.2023,90.6906
20.07.2023,91.2046
21.07.2023,90.8545
22.07.2023,90.3846
25.07.2023,90.489
26.07.2023,90.0945
27.07.2023,90.0468
28.07.2023,90.0225
29.07.2023,90.9783
01.08.2023,91.5923
02.08.2023,91.7755
03.08.2023,92.841
04.08.2023,93.7792
05.08.2023,94.8076
08.08.2023,96.5668
09.08.2023,96.0755
10.08.2023,97.3999
11.08.2023,97.2794
12.08.2023,98.2066
15.08.2023,101.0399
16.08.2023,97.4217
17.08.2023,96.7045
18.08.2023,93.746
19.08.2023,93.4047
22.08.2023,94.1424
23.08.2023,94.1185
24.08.2023,94.4421
25.08.2023,94.4007
26.08.2023,94.7117
29.08.2023,95.4717
30.08.2023,95.707
31.08.2023,95.9283
01.09.2023,96.3344
02.09.2023,96.3411
05.09.2023,96.6199
06.09.2023,97.5383
07.09.2023,97.8439
08.09.2023,98.1961
09.09.2023,97.9241
12.09.2023,96.5083
13.09.2023,94.7035
14.09.2023,95.9794
15.09.2023,96.1609
16.09.2023,96.6338
19.09.2023,96.6472
20.09.2023,96.2236
21.09.2023,96.6172
22.09.2023,96.0762
23.09.2023,96.0419
26.09.2023,96.1456
27.09.2023,96.2378
28.09.2023,96.5
29.09.2023,97.0018
30.09.2023,97.4147
03.10.2023,98.4785
04.10.2023,99.2677
05.10.2023,99.4555
06.10.2023,99.6762
07.10.2023,100.4911
10.10.2023,101.3598
11.10.2023,99.9349
12.10.2023,99.9808
13.10.2023,96.9948
14.10.2023,97.3075
17.10.2023,97.2865
18.10.2023,97.3458
19.10.2023,97.3724
20.10.2023,97.3074
21.10.2023,95.9053
24.10.2023,94.7081
25.10.2023,93.5224
26.10.2023,93.1507
27.10.2023,93.5616
28.10.2023,93.2174
31.10.2023,93.2435
01.11.2023,92.0226
02.11.2023,93.2801
03.11.2023,93.173
04.11.2023,93.0351
08.11.2023,92.4151
09.11.2023,92.1973
10.11.2023,91.9266
11.11.2023,92.0535
14.11.2023,92.1185
15.11.2023,91.257
16.11.2023,89.4565
17.11.2023,88.9466
18.11.2023,89.1237
21.11.2023,88.4954
22.11.2023,87.8701
23.11.2023,88.1648
24.11.2023,88.1206
25.11.2023,88.8133
28.11.2023,88.7045
29.11.2023,88.6102
30.11.2023,88.8841
01.12.2023,88.5819
02.12.2023,89.7619
05.12.2023,90.6728
06.12.2023,91.5823
07.12.2023,92.7826
08.12.2023,92.5654
09.12.2023,91.6402
12.12.2023,90.9846
13.12.2023,90.2158
14.12.2023,89.8926
15.12.2023,89.6741
16.12.2023,89.6966
19.12.2023,90.4162
20.12.2023,90.087
21.12.2023,90.4056
22.12.2023,91.7062
23.12.2023,91.9389
26.12.2023,91.969
27.12.2023,91.7069
28.12.2023,91.7051
29.12.2023,90.3041
30.12.2023,89.6883
10.01.2024,90.404
11.01.2024,89.3939
12.01.2024,88.7818
13.01.2024,88.1324
16.01.2024,87.6772
17.01.2024,87.6457
18.01.2024,88.354
19.01.2024,88.661
20.01.2024,88.5896
23.01.2024,87.9724
24.01.2024,87.9199
25.01.2024,88.2829
26.01.2024,88.6562
27.01.2024,89.5159
30.01.2024,89.609
31.01.2024,89.2887
01.02.2024,89.6678
02.02.2024,90.2299
03.02.2024,90.6626
06.02.2024,91.2434
07.02.2024,90.6842
08.02.2024,91.1514
09.02.2024,91.2561
10.02.2024,90.8901
13.02.2024,91.0758
14.02.2024,91.2057
15.02.2024,91.4316
16.02.2024,91.8237
17.02.2024,92.5492
20.02.2024,92.4102
21.02.2024,92.349
22.02.2024,92.4387
23.02.2024,92.7519
27.02.2024,92.6321
28.02.2024,92.0425
29.02.2024,91.8692
01.03.2024,90.8423
02.03.2024,91.3336
05.03.2024,91.3534
06.03.2024,91.1604
07.03.2024,90.3412
08.03.2024,90.7493
12.03.2024,90.6252
13.03.2024,90.8818
14.03.2024,91.5449
15.03.2024,91.6359
16.03.2024,91.87
19.03.2024,91.9829
20.03.2024,92.2243
21.03.2024,92.6861
22.03.2024,91.9499
23.03.2024,92.6118
26.03.2024,92.7761
27.03.2024,92.5745
28.03.2024,92.5919
29.03.2024,92.2628
30.03.2024,92.366
02.04.2024,92.2914
03.04.2024,92.5254
04.04.2024,92.3892
05.04.2024,92.3058
06.04.2024,92.4155
09.04.2024,92.581
10.04.2024,92.7463
11.04.2024,93.2198
12.04.2024,93.7196
13.04.2024,93.4419
16.04.2024,93.5891
17.04.2024,94.0742
18.04.2024,94.3242
19.04.2024,94.0922
20.04.2024,93.4409
23.04.2024,93.2519
24.04.2024,93.2918
25.04.2024,92.5058
26.04.2024,92.1314
27.04.2024,92.0134
28.04.2024,91.7791
03.05.2024,92.0538
04.05.2024,91.6918
07.05.2024,91.3124
08.05.2024,91.1231
09.05.2024,91.8239
14.05.2024,91.633
15.05.2024,91.3591
16.05.2024,91.2573
17.05.2024,90.9239
18.05.2024,90.9873
21.05.2024,90.6537
22.05.2024,90.4082
23.05.2024,90.1887
24.05.2024,90.2486
25.05.2024,89.7026
28.05.2024,88.6852
29.05.2024,88.4375
30.05.2024,89.2589
31.05.2024,89.7869
01.06.2024,90.1915
04.06.2024,89.3755
05.06.2024,88.7574
06.06.2024,88.7436
07.06.2024,88.7604
08.06.2024,88.7606
11.06.2024,88.9944
12.06.2024,89.0214
14.06.2024,88.208
15.06.2024,89.0658
18.06.2024,89.0499
19.06.2024,87.0354
20.06.2024,82.6282
21.06.2024,85.4176
22.06.2024,87.9595
25.06.2024,87.373
26.06.2024,87.277
27.06.2024,87.8064
28.06.2024,84.964
29.06.2024,85.748
02.07.2024,87.2972
03.07.2024,87.9921
04.07.2024,87.9506
05.07.2024,88.1205
06.07.2024,88.1348
09.07.2024,88.1688
10.07.2024,88.0031
11.07.2024,87.8551
12.07.2024,87.988
13.07.2024,87.7427
16.07.2024,87.8077
17.07.2024,88.2824
18.07.2024,88.0872
19.07.2024,87.8754
20.07.2024,88.0206
23.07.2024,87.7805
24.07.2024,87.299
25.07.2024,86.5502
26.07.2024,85.41
27.07.2024,85.565
30.07.2024,86.5554
31.07.2024,86.33
01.08.2024,86.1091
02.08.2024,85.7833
03.08.2024,85.7024
06.08.2024,84.9471
07.08.2024,85.1646
08.08.2024,85.9543
09.08.2024,86.5621
10.08.2024,87.992
13.08.2024,89.9475
14.08.2024,92.6592
15.08.2024,90.0055
16.08.2024,88.796
17.08.2024,88.9062
20.08.2024,89.5428
21.08.2024,90.6944
22.08.2024,91.6862
23.08.2024,91.2881
24.08.2024,91.6012
27.08.2024,91.7745
28.08.2024,91.4807
29.08.2024,91.4449
30.08.2024,91.4548
31.08.2024,91.1868
03.09.2024,90.0013
04.09.2024,88.6118
05.09.2024,88.9288
06.09.2024,89.7044
07.09.2024,89.8225
10.09.2024,90.3853
11.09.2024,91.1127
12.09.2024,91.2653
13.09.2024,91.1096
14.09.2024,90.9345
17.09.2024,91.1423
18.09.2024,91.4292
19.09.2024,91.6712
20.09.2024,92.6962
21.09.2024,92.5848
24.09.2024,92.92
25.09.2024,92.8622
26.09.2024,92.388
27.09.2024,92.4074
28.09.2024,92.7126
01.10.2024,93.2221
02.10.2024,93.3581
03.10.2024,94.5054
04.10.2024,95.0262
05.10.2024,94.87
08.10.2024,96.0649
09.10.2024,96.1079
10.10.2024,96.9483
