iter	RMSE
944	0.5610702716
945	0.5610124482
946	0.5607611879
947	0.5602882802
948	0.5597120851
949	0.5591127585
950	0.5590606469
951	0.5583706352
952	0.5577711845
953	0.5572828618
954	0.5570631339
955	0.5566947024
956	0.5565096746
957	0.5562530825
958	0.5555843071
959	0.5551753112
960	0.5548790938
961	0.5548110667
962	0.5546522609
963	0.5545693814
964	0.5543780066
965	0.5539228984
966	0.5535431108
967	0.5528233051
968	0.5525978133
969	0.5522439589
970	0.5518648057
971	0.5514393287
972	0.5510307408
973	0.5507998307
974	0.550418416
975	0.5498580609
976	0.5494235854
977	0.5493339713
978	0.5491369569
979	0.5490335109
980	0.5485061411
981	0.5477472083
982	0.5474747374
983	0.5468686071
984	0.5463730867
985	0.5458274113
986	0.5451385674
987	0.5450658157
988	0.5449749026
989	0.5447691817
990	0.5445446636
991	0.5441389859
992	0.5440685808
993	0.5440173208
994	0.5436496213
995	0.5434880596
996	0.543384447
997	0.5428512132
998	0.5423338824
999	0.5422103508
